DateTime,StageHeight_FW,StageHeight_ISt,Dates
05/18/1999 00:00:00,16.93,NA,1999/05/18
05/19/1999 00:00:00,16.92,NA,1999/05/19
05/20/1999 00:00:00,17.01,NA,1999/05/20
05/21/1999 00:00:00,17.06,NA,1999/05/21
05/22/1999 00:00:00,17.15,NA,1999/05/22
05/23/1999 00:00:00,17.68,NA,1999/05/23
05/24/1999 00:00:00,17.86,NA,1999/05/24
05/25/1999 00:00:00,17.9,NA,1999/05/25
05/26/1999 00:00:00,17.69,NA,1999/05/26
05/27/1999 00:00:00,17.46,5.75,1999/05/27
05/28/1999 00:00:00,17.59,5.81,1999/05/28
05/29/1999 00:00:00,18,5.95,1999/05/29
05/30/1999 00:00:00,18.31,6.16,1999/05/30
05/31/1999 00:00:00,18.68,6.44,1999/05/31
06/01/1999 00:00:00,18.68,6.48,1999/06/01
06/02/1999 00:00:00,18.4,6.42,1999/06/02
06/03/1999 00:00:00,18.31,6.2,1999/06/03
06/04/1999 00:00:00,18.77,6.1,1999/06/04
06/05/1999 00:00:00,19.55,6.4,1999/06/05
06/06/1999 00:00:00,19.76,6.56,1999/06/06
06/07/1999 00:00:00,19.43,6.42,1999/06/07
06/08/1999 00:00:00,18.82,5.97,1999/06/08
06/09/1999 00:00:00,18.25,5.62,1999/06/09
06/10/1999 00:00:00,17.69,5.4,1999/06/10
06/11/1999 00:00:00,17.33,5.33,1999/06/11
06/12/1999 00:00:00,17.03,5.37,1999/06/12
06/13/1999 00:00:00,16.74,5.26,1999/06/13
06/14/1999 00:00:00,16.6,5.27,1999/06/14
06/15/1999 00:00:00,16.43,5.28,1999/06/15
06/16/1999 00:00:00,16.34,5.05,1999/06/16
06/17/1999 00:00:00,16.4,4.92,1999/06/17
06/18/1999 00:00:00,16.46,4.94,1999/06/18
06/19/1999 00:00:00,16.36,4.76,1999/06/19
06/20/1999 00:00:00,16.32,4.65,1999/06/20
06/21/1999 00:00:00,16.45,4.79,1999/06/21
06/22/1999 00:00:00,16.51,4.79,1999/06/22
06/23/1999 00:00:00,16.56,5.03,1999/06/23
06/24/1999 00:00:00,16.51,5.2,1999/06/24
06/25/1999 00:00:00,16.45,4.95,1999/06/25
06/26/1999 00:00:00,16.57,5.07,1999/06/26
06/27/1999 00:00:00,16.55,5.17,1999/06/27
06/28/1999 00:00:00,16.9,5.51,1999/06/28
06/29/1999 00:00:00,17.66,6.12,1999/06/29
06/30/1999 00:00:00,18.21,6.57,1999/06/30
07/01/1999 00:00:00,18.32,6.76,1999/07/01
07/02/1999 00:00:00,18.36,6.79,1999/07/02
07/03/1999 00:00:00,18.31,6.64,1999/07/03
07/04/1999 00:00:00,18.22,6.32,1999/07/04
07/05/1999 00:00:00,18.12,6.05,1999/07/05
07/06/1999 00:00:00,18.24,6.14,1999/07/06
07/07/1999 00:00:00,18.25,6.14,1999/07/07
07/08/1999 00:00:00,18.27,6.15,1999/07/08
07/09/1999 00:00:00,18.31,6.47,1999/07/09
07/10/1999 00:00:00,18.37,6.59,1999/07/10
07/11/1999 00:00:00,18.39,6.64,1999/07/11
07/12/1999 00:00:00,18.41,6.76,1999/07/12
07/13/1999 00:00:00,18.53,6.92,1999/07/13
07/14/1999 00:00:00,18.63,7.07,1999/07/14
07/15/1999 00:00:00,18.79,7.25,1999/07/15
07/16/1999 00:00:00,18.88,7.08,1999/07/16
07/17/1999 00:00:00,18.88,6.98,1999/07/17
07/18/1999 00:00:00,19.03,7,1999/07/18
07/19/1999 00:00:00,19.21,7.1,1999/07/19
07/20/1999 00:00:00,19.48,7.2,1999/07/20
07/21/1999 00:00:00,19.68,7.14,1999/07/21
07/22/1999 00:00:00,19.72,7.19,1999/07/22
07/23/1999 00:00:00,19.66,7.27,1999/07/23
07/24/1999 00:00:00,19.55,7.22,1999/07/24
07/25/1999 00:00:00,19.53,7.17,1999/07/25
07/26/1999 00:00:00,19.62,7.36,1999/07/26
07/27/1999 00:00:00,19.75,7.52,1999/07/27
07/28/1999 00:00:00,19.77,7.58,1999/07/28
07/29/1999 00:00:00,19.75,7.47,1999/07/29
07/30/1999 00:00:00,19.76,7.33,1999/07/30
07/31/1999 00:00:00,19.64,7.14,1999/07/31
08/01/1999 00:00:00,19.56,7.01,1999/08/01
08/02/1999 00:00:00,19.64,6.97,1999/08/02
08/03/1999 00:00:00,19.7,6.86,1999/08/03
08/04/1999 00:00:00,19.6,6.63,1999/08/04
08/05/1999 00:00:00,19.43,6.53,1999/08/05
08/06/1999 00:00:00,19.28,6.52,1999/08/06
08/07/1999 00:00:00,18.95,6.26,1999/08/07
08/08/1999 00:00:00,18.65,6.18,1999/08/08
08/09/1999 00:00:00,18.41,6.08,1999/08/09
08/10/1999 00:00:00,18.14,6.01,1999/08/10
08/11/1999 00:00:00,17.83,5.71,1999/08/11
08/12/1999 00:00:00,17.72,5.51,1999/08/12
08/13/1999 00:00:00,17.69,5.48,1999/08/13
08/14/1999 00:00:00,17.64,5.37,1999/08/14
08/15/1999 00:00:00,17.55,5.23,1999/08/15
08/16/1999 00:00:00,17.51,5.14,1999/08/16
08/17/1999 00:00:00,17.37,5.05,1999/08/17
08/18/1999 00:00:00,17.07,4.95,1999/08/18
08/19/1999 00:00:00,16.71,4.63,1999/08/19
08/20/1999 00:00:00,16.54,4.58,1999/08/20
08/21/1999 00:00:00,16.6,4.65,1999/08/21
08/22/1999 00:00:00,16.77,4.84,1999/08/22
08/23/1999 00:00:00,16.97,5.18,1999/08/23
08/24/1999 00:00:00,17.08,5.25,1999/08/24
08/25/1999 00:00:00,17.16,5.21,1999/08/25
08/26/1999 00:00:00,17.25,5.25,1999/08/26
08/27/1999 00:00:00,17.37,5.35,1999/08/27
08/28/1999 00:00:00,17.65,5.64,1999/08/28
08/29/1999 00:00:00,17.92,5.72,1999/08/29
08/30/1999 00:00:00,17.92,5.67,1999/08/30
08/31/1999 00:00:00,17.94,5.41,1999/08/31
09/01/1999 00:00:00,17.82,5.27,1999/09/01
09/02/1999 00:00:00,17.58,5.21,1999/09/02
09/03/1999 00:00:00,17.51,5.25,1999/09/03
09/04/1999 00:00:00,17.56,5.3,1999/09/04
09/05/1999 00:00:00,17.59,5.32,1999/09/05
09/06/1999 00:00:00,17.57,5.32,1999/09/06
09/07/1999 00:00:00,17.7,5.47,1999/09/07
09/08/1999 00:00:00,17.79,5.58,1999/09/08
09/09/1999 00:00:00,17.78,5.5,1999/09/09
09/10/1999 00:00:00,17.79,5.45,1999/09/10
09/11/1999 00:00:00,17.94,5.5,1999/09/11
09/12/1999 00:00:00,18.01,5.45,1999/09/12
09/13/1999 00:00:00,17.87,5.19,1999/09/13
09/14/1999 00:00:00,17.63,4.87,1999/09/14
09/15/1999 00:00:00,17.54,4.84,1999/09/15
09/16/1999 00:00:00,17.48,4.79,1999/09/16
09/17/1999 00:00:00,17.46,4.73,1999/09/17
09/18/1999 00:00:00,17.44,5.09,1999/09/18
09/19/1999 00:00:00,17.48,5.37,1999/09/19
09/20/1999 00:00:00,17.45,5.21,1999/09/20
09/21/1999 00:00:00,17.23,4.9,1999/09/21
09/22/1999 00:00:00,17.1,4.89,1999/09/22
09/23/1999 00:00:00,17.06,4.93,1999/09/23
09/24/1999 00:00:00,16.93,4.87,1999/09/24
09/25/1999 00:00:00,16.77,4.72,1999/09/25
09/26/1999 00:00:00,16.68,4.61,1999/09/26
09/27/1999 00:00:00,16.55,4.49,1999/09/27
09/28/1999 00:00:00,16.47,4.53,1999/09/28
09/29/1999 00:00:00,16.59,4.71,1999/09/29
09/30/1999 00:00:00,16.66,NA,1999/09/30
10/01/1999 00:00:00,16.54,4.78,1999/10/01
10/02/1999 00:00:00,16.35,4.81,1999/10/02
10/03/1999 00:00:00,16.24,4.75,1999/10/03
10/04/1999 00:00:00,16.18,4.65,1999/10/04
10/05/1999 00:00:00,16.1,4.52,1999/10/05
10/06/1999 00:00:00,16.01,4.46,1999/10/06
10/07/1999 00:00:00,15.99,4.35,1999/10/07
10/08/1999 00:00:00,16.01,4.36,1999/10/08
10/09/1999 00:00:00,16.04,4.41,1999/10/09
10/10/1999 00:00:00,16.01,4.4,1999/10/10
10/11/1999 00:00:00,15.97,4.41,1999/10/11
10/12/1999 00:00:00,15.9,4.34,1999/10/12
10/13/1999 00:00:00,15.74,4.13,1999/10/13
10/14/1999 00:00:00,15.38,3.96,1999/10/14
10/15/1999 00:00:00,14.97,3.74,1999/10/15
10/16/1999 00:00:00,14.63,3.39,1999/10/16
10/17/1999 00:00:00,14.45,3.26,1999/10/17
10/18/1999 00:00:00,14.41,3.34,1999/10/18
10/19/1999 00:00:00,14.39,3.34,1999/10/19
10/20/1999 00:00:00,14.43,3.33,1999/10/20
10/21/1999 00:00:00,14.46,3.41,1999/10/21
10/22/1999 00:00:00,14.48,3.48,1999/10/22
10/23/1999 00:00:00,14.45,3.75,1999/10/23
10/24/1999 00:00:00,14.45,3.68,1999/10/24
10/25/1999 00:00:00,14.5,3.63,1999/10/25
10/26/1999 00:00:00,14.6,3.77,1999/10/26
10/27/1999 00:00:00,14.67,3.92,1999/10/27
10/28/1999 00:00:00,14.66,4,1999/10/28
10/29/1999 00:00:00,14.76,3.84,1999/10/29
10/30/1999 00:00:00,15.2,3.77,1999/10/30
10/31/1999 00:00:00,15.34,3.79,1999/10/31
11/01/1999 00:00:00,15.27,3.74,1999/11/01
11/02/1999 00:00:00,15.15,3.72,1999/11/02
11/03/1999 00:00:00,15,3.78,1999/11/03
11/04/1999 00:00:00,14.92,3.66,1999/11/04
11/05/1999 00:00:00,15,3.83,1999/11/05
11/06/1999 00:00:00,14.97,3.93,1999/11/06
11/07/1999 00:00:00,14.93,3.99,1999/11/07
11/08/1999 00:00:00,15,4.27,1999/11/08
11/09/1999 00:00:00,15.37,4.15,1999/11/09
11/10/1999 00:00:00,15.63,4.22,1999/11/10
11/11/1999 00:00:00,15.88,4.25,1999/11/11
11/12/1999 00:00:00,16.16,4.26,1999/11/12
11/13/1999 00:00:00,16.51,4.34,1999/11/13
11/14/1999 00:00:00,16.61,4.46,1999/11/14
11/15/1999 00:00:00,16.56,4.38,1999/11/15
11/16/1999 00:00:00,16.45,4.29,1999/11/16
11/17/1999 00:00:00,16.37,4.37,1999/11/17
11/18/1999 00:00:00,16.37,4.19,1999/11/18
11/19/1999 00:00:00,16.65,4.48,1999/11/19
11/20/1999 00:00:00,16.91,4.76,1999/11/20
11/21/1999 00:00:00,17.25,4.77,1999/11/21
11/22/1999 00:00:00,18.08,4.92,1999/11/22
11/23/1999 00:00:00,18.21,5.14,1999/11/23
11/24/1999 00:00:00,17.93,5.02,1999/11/24
11/25/1999 00:00:00,17.59,4.81,1999/11/25
11/26/1999 00:00:00,17.31,4.8,1999/11/26
11/27/1999 00:00:00,17.08,4.76,1999/11/27
11/28/1999 00:00:00,16.88,4.57,1999/11/28
11/29/1999 00:00:00,16.74,4.52,1999/11/29
11/30/1999 00:00:00,16.84,4.69,1999/11/30
12/01/1999 00:00:00,17.46,4.85,1999/12/01
12/02/1999 00:00:00,18.87,5.24,1999/12/02
12/03/1999 00:00:00,19.45,5.61,1999/12/03
12/04/1999 00:00:00,19.24,5.61,1999/12/04
12/05/1999 00:00:00,19.05,5.55,1999/12/05
12/06/1999 00:00:00,18.82,5.5,1999/12/06
12/07/1999 00:00:00,18.59,5.51,1999/12/07
12/08/1999 00:00:00,18.38,5.3,1999/12/08
12/09/1999 00:00:00,18.22,5.31,1999/12/09
12/10/1999 00:00:00,18.17,5.35,1999/12/10
12/11/1999 00:00:00,18.15,5.46,1999/12/11
12/12/1999 00:00:00,18.16,5.45,1999/12/12
12/13/1999 00:00:00,18.17,5.46,1999/12/13
12/14/1999 00:00:00,18.14,5.25,1999/12/14
12/15/1999 00:00:00,18.07,5.1,1999/12/15
12/16/1999 00:00:00,18.01,5,1999/12/16
12/17/1999 00:00:00,17.93,4.97,1999/12/17
12/18/1999 00:00:00,17.79,4.94,1999/12/18
12/19/1999 00:00:00,17.62,4.95,1999/12/19
12/20/1999 00:00:00,17.45,4.91,1999/12/20
12/21/1999 00:00:00,17.31,4.95,1999/12/21
12/22/1999 00:00:00,17.17,4.96,1999/12/22
12/23/1999 00:00:00,17.03,4.87,1999/12/23
12/24/1999 00:00:00,16.93,4.77,1999/12/24
12/25/1999 00:00:00,16.87,4.7,1999/12/25
12/26/1999 00:00:00,16.83,4.68,1999/12/26
12/27/1999 00:00:00,16.8,4.61,1999/12/27
12/28/1999 00:00:00,16.77,4.48,1999/12/28
12/29/1999 00:00:00,16.75,4.38,1999/12/29
12/30/1999 00:00:00,16.7,4.36,1999/12/30
12/31/1999 00:00:00,16.65,4.49,1999/12/31
01/01/2000 00:00:00,16.61,4.53,2000/01/01
01/02/2000 00:00:00,16.57,4.46,2000/01/02
01/03/2000 00:00:00,16.54,4.32,2000/01/03
01/04/2000 00:00:00,16.52,4.27,2000/01/04
01/05/2000 00:00:00,16.48,4.23,2000/01/05
01/06/2000 00:00:00,16.43,4.26,2000/01/06
01/07/2000 00:00:00,16.38,4.28,2000/01/07
01/08/2000 00:00:00,16.31,4.28,2000/01/08
01/09/2000 00:00:00,16.24,4.21,2000/01/09
01/10/2000 00:00:00,16.17,4.2,2000/01/10
01/11/2000 00:00:00,16.12,4.39,2000/01/11
01/12/2000 00:00:00,16.11,4.36,2000/01/12
01/13/2000 00:00:00,16.37,4.27,2000/01/13
01/14/2000 00:00:00,17.41,4.64,2000/01/14
01/15/2000 00:00:00,17.35,4.77,2000/01/15
01/16/2000 00:00:00,17.88,5.41,2000/01/16
01/17/2000 00:00:00,20.78,6.26,2000/01/17
01/18/2000 00:00:00,21.93,7.55,2000/01/18
01/19/2000 00:00:00,21.53,7.87,2000/01/19
01/20/2000 00:00:00,20.9,7.53,2000/01/20
01/21/2000 00:00:00,22.99,7.7,2000/01/21
01/22/2000 00:00:00,23.95,8.53,2000/01/22
01/23/2000 00:00:00,22.38,8.1,2000/01/23
01/24/2000 00:00:00,22.08,9.21,2000/01/24
01/25/2000 00:00:00,26.33,13.05,2000/01/25
01/26/2000 00:00:00,28.9,14.9,2000/01/26
01/27/2000 00:00:00,28.45,14.45,2000/01/27
01/28/2000 00:00:00,27.74,13.69,2000/01/28
01/29/2000 00:00:00,26.96,13.09,2000/01/29
01/30/2000 00:00:00,26.54,12.58,2000/01/30
01/31/2000 00:00:00,27.57,12.92,2000/01/31
02/01/2000 00:00:00,28.64,13.21,2000/02/01
02/02/2000 00:00:00,28.66,13.11,2000/02/02
02/03/2000 00:00:00,28.54,13.03,2000/02/03
02/04/2000 00:00:00,28.23,12.96,2000/02/04
02/05/2000 00:00:00,27.95,12.55,2000/02/05
02/06/2000 00:00:00,27.55,11.95,2000/02/06
02/07/2000 00:00:00,27.49,11.44,2000/02/07
02/08/2000 00:00:00,27.13,11.22,2000/02/08
02/09/2000 00:00:00,26.13,10.72,2000/02/09
02/10/2000 00:00:00,25.17,10.28,2000/02/10
02/11/2000 00:00:00,26.24,11.09,2000/02/11
02/12/2000 00:00:00,29.16,13.79,2000/02/12
02/13/2000 00:00:00,31.55,17.33,2000/02/13
02/14/2000 00:00:00,34.47,22.38,2000/02/14
02/15/2000 00:00:00,36.07,25.21,2000/02/15
02/16/2000 00:00:00,36.09,25.11,2000/02/16
02/17/2000 00:00:00,36.16,24.99,2000/02/17
02/18/2000 00:00:00,35.98,24.14,2000/02/18
02/19/2000 00:00:00,35.68,23.12,2000/02/19
02/20/2000 00:00:00,35.42,22.34,2000/02/20
02/21/2000 00:00:00,35.3,22.03,2000/02/21
02/22/2000 00:00:00,35.13,21.54,2000/02/22
02/23/2000 00:00:00,35.49,22.28,2000/02/23
02/24/2000 00:00:00,35.84,22.44,2000/02/24
02/25/2000 00:00:00,35.86,22.37,2000/02/25
02/26/2000 00:00:00,35.82,22.26,2000/02/26
02/27/2000 00:00:00,35.95,22.94,2000/02/27
02/28/2000 00:00:00,36.41,24.07,2000/02/28
02/29/2000 00:00:00,36.34,24.02,2000/02/29
03/01/2000 00:00:00,36.33,23.82,2000/03/01
03/02/2000 00:00:00,36.19,23.16,2000/03/02
03/03/2000 00:00:00,36.07,22.64,2000/03/03
03/04/2000 00:00:00,35.96,22.22,2000/03/04
03/05/2000 00:00:00,35.98,22.22,2000/03/05
03/06/2000 00:00:00,36.08,22.15,2000/03/06
03/07/2000 00:00:00,36.07,21.8,2000/03/07
03/08/2000 00:00:00,36.17,21.93,2000/03/08
03/09/2000 00:00:00,36.14,22.01,2000/03/09
03/10/2000 00:00:00,36.06,21.84,2000/03/10
03/11/2000 00:00:00,35.94,21.67,2000/03/11
03/12/2000 00:00:00,35.8,21.49,2000/03/12
03/13/2000 00:00:00,35.58,21.28,2000/03/13
03/14/2000 00:00:00,35.26,20.9,2000/03/14
03/15/2000 00:00:00,34.88,20.43,2000/03/15
03/16/2000 00:00:00,34.46,19.89,2000/03/16
03/17/2000 00:00:00,33.95,19.41,2000/03/17
03/18/2000 00:00:00,33.02,18.57,2000/03/18
03/19/2000 00:00:00,31.78,17.41,2000/03/19
03/20/2000 00:00:00,30.4,16.06,2000/03/20
03/21/2000 00:00:00,29.01,14.6,2000/03/21
03/22/2000 00:00:00,27.99,13.54,2000/03/22
03/23/2000 00:00:00,27.09,12.71,2000/03/23
03/24/2000 00:00:00,26.15,11.88,2000/03/24
03/25/2000 00:00:00,25.31,11.12,2000/03/25
03/26/2000 00:00:00,24.38,10.27,2000/03/26
03/27/2000 00:00:00,23.66,9.65,2000/03/27
03/28/2000 00:00:00,23.09,9.14,2000/03/28
03/29/2000 00:00:00,22.61,8.61,2000/03/29
03/30/2000 00:00:00,22.2,8.19,2000/03/30
03/31/2000 00:00:00,21.78,7.73,2000/03/31
04/01/2000 00:00:00,21.38,7.42,2000/04/01
04/02/2000 00:00:00,21.05,7.34,2000/04/02
04/03/2000 00:00:00,20.72,7.26,2000/04/03
04/04/2000 00:00:00,20.37,7.21,2000/04/04
04/05/2000 00:00:00,20.09,NA,2000/04/05
04/06/2000 00:00:00,19.89,NA,2000/04/06
04/07/2000 00:00:00,19.72,NA,2000/04/07
04/08/2000 00:00:00,19.57,6.82,2000/04/08
04/09/2000 00:00:00,19.57,6.89,2000/04/09
04/10/2000 00:00:00,19.73,6.97,2000/04/10
04/11/2000 00:00:00,20.26,7.29,2000/04/11
04/12/2000 00:00:00,20.9,7.69,2000/04/12
04/13/2000 00:00:00,21.11,8.31,2000/04/13
04/14/2000 00:00:00,21.21,8.46,2000/04/14
04/15/2000 00:00:00,21.37,8.66,2000/04/15
04/16/2000 00:00:00,21.64,8.87,2000/04/16
04/17/2000 00:00:00,21.69,9.32,2000/04/17
04/18/2000 00:00:00,22.16,9.42,2000/04/18
04/19/2000 00:00:00,24.47,9.81,2000/04/19
04/20/2000 00:00:00,25.1,10.38,2000/04/20
04/21/2000 00:00:00,24.26,10.14,2000/04/21
04/22/2000 00:00:00,23.32,9.68,2000/04/22
04/23/2000 00:00:00,22.68,9.13,2000/04/23
04/24/2000 00:00:00,22.22,8.67,2000/04/24
04/25/2000 00:00:00,21.79,8.34,2000/04/25
04/26/2000 00:00:00,21.28,7.97,2000/04/26
04/27/2000 00:00:00,20.51,7.65,2000/04/27
04/28/2000 00:00:00,19.84,7.3,2000/04/28
04/29/2000 00:00:00,19.51,7.26,2000/04/29
04/30/2000 00:00:00,19.54,7.49,2000/04/30
05/01/2000 00:00:00,19.75,7.76,2000/05/01
05/02/2000 00:00:00,19.88,7.93,2000/05/02
05/03/2000 00:00:00,19.92,8.04,2000/05/03
05/04/2000 00:00:00,20.16,8.2,2000/05/04
05/05/2000 00:00:00,20.43,8.38,2000/05/05
05/06/2000 00:00:00,20.38,8.35,2000/05/06
05/07/2000 00:00:00,20.43,8.35,2000/05/07
05/08/2000 00:00:00,20.85,8.64,2000/05/08
05/09/2000 00:00:00,21.03,8.56,2000/05/09
05/10/2000 00:00:00,20.93,8.24,2000/05/10
05/11/2000 00:00:00,20.33,7.44,2000/05/11
05/12/2000 00:00:00,19.33,6.45,2000/05/12
05/13/2000 00:00:00,18.4,5.56,2000/05/13
05/14/2000 00:00:00,17.52,5.06,2000/05/14
05/15/2000 00:00:00,17.15,5.02,2000/05/15
05/16/2000 00:00:00,17.6,5.44,2000/05/16
05/17/2000 00:00:00,18.67,5.85,2000/05/17
05/18/2000 00:00:00,19.67,6.21,2000/05/18
05/19/2000 00:00:00,19.31,6.1,2000/05/19
05/20/2000 00:00:00,18.56,5.68,2000/05/20
05/21/2000 00:00:00,18.02,5.31,2000/05/21
05/22/2000 00:00:00,18.49,5.39,2000/05/22
05/23/2000 00:00:00,18.66,5.46,2000/05/23
05/24/2000 00:00:00,18.63,5.8,2000/05/24
05/25/2000 00:00:00,18.41,5.62,2000/05/25
05/26/2000 00:00:00,18.34,5.35,2000/05/26
05/27/2000 00:00:00,18.21,5.11,2000/05/27
05/28/2000 00:00:00,18.06,4.89,2000/05/28
05/29/2000 00:00:00,17.95,4.9,2000/05/29
05/30/2000 00:00:00,17.94,4.95,2000/05/30
05/31/2000 00:00:00,17.93,4.83,2000/05/31
06/01/2000 00:00:00,17.84,4.97,2000/06/01
06/02/2000 00:00:00,17.72,5.18,2000/06/02
06/03/2000 00:00:00,17.51,5.13,2000/06/03
06/04/2000 00:00:00,17.23,5.19,2000/06/04
06/05/2000 00:00:00,NA,5.37,2000/06/05
06/06/2000 00:00:00,17.02,5.19,2000/06/06
06/07/2000 00:00:00,16.93,5.14,2000/06/07
06/08/2000 00:00:00,16.82,4.96,2000/06/08
06/09/2000 00:00:00,16.83,4.88,2000/06/09
06/10/2000 00:00:00,17.47,5.01,2000/06/10
06/11/2000 00:00:00,17.82,5.11,2000/06/11
06/12/2000 00:00:00,17.89,5.26,2000/06/12
06/13/2000 00:00:00,17.88,5.24,2000/06/13
06/14/2000 00:00:00,17.75,5.2,2000/06/14
06/15/2000 00:00:00,17.71,5.39,2000/06/15
06/16/2000 00:00:00,18.01,5.73,2000/06/16
06/17/2000 00:00:00,17.84,5.81,2000/06/17
06/18/2000 00:00:00,17.47,5.71,2000/06/18
06/19/2000 00:00:00,17.09,5.18,2000/06/19
06/20/2000 00:00:00,16.7,4.95,2000/06/20
06/21/2000 00:00:00,16.34,4.75,2000/06/21
06/22/2000 00:00:00,16.24,4.79,2000/06/22
06/23/2000 00:00:00,16.49,4.89,2000/06/23
06/24/2000 00:00:00,16.76,5.21,2000/06/24
06/25/2000 00:00:00,17.13,5.38,2000/06/25
06/26/2000 00:00:00,17.4,5.54,2000/06/26
06/27/2000 00:00:00,17.68,5.7,2000/06/27
06/28/2000 00:00:00,18.14,6.02,2000/06/28
06/29/2000 00:00:00,18.17,6.26,2000/06/29
06/30/2000 00:00:00,18.46,6.55,2000/06/30
07/01/2000 00:00:00,18.77,6.64,2000/07/01
07/02/2000 00:00:00,18.84,6.66,2000/07/02
07/03/2000 00:00:00,18.82,6.57,2000/07/03
07/04/2000 00:00:00,18.8,6.44,2000/07/04
07/05/2000 00:00:00,18.95,6.56,2000/07/05
07/06/2000 00:00:00,19.19,6.57,2000/07/06
07/07/2000 00:00:00,19.29,6.52,2000/07/07
07/08/2000 00:00:00,19.34,6.4,2000/07/08
07/09/2000 00:00:00,19.31,6.34,2000/07/09
07/10/2000 00:00:00,19.37,6.55,2000/07/10
07/11/2000 00:00:00,19.38,6.59,2000/07/11
07/12/2000 00:00:00,19.29,6.54,2000/07/12
07/13/2000 00:00:00,19.23,6.54,2000/07/13
07/14/2000 00:00:00,19.18,6.49,2000/07/14
07/15/2000 00:00:00,19.09,6.48,2000/07/15
07/16/2000 00:00:00,19.12,6.68,2000/07/16
07/17/2000 00:00:00,19.08,6.62,2000/07/17
07/18/2000 00:00:00,19.06,6.39,2000/07/18
07/19/2000 00:00:00,19.12,6.37,2000/07/19
07/20/2000 00:00:00,19.15,6.41,2000/07/20
07/21/2000 00:00:00,19.14,6.42,2000/07/21
07/22/2000 00:00:00,19.19,6.44,2000/07/22
07/23/2000 00:00:00,19.29,6.53,2000/07/23
07/24/2000 00:00:00,19.34,6.63,2000/07/24
07/25/2000 00:00:00,19.36,6.78,2000/07/25
07/26/2000 00:00:00,19.43,6.93,2000/07/26
07/27/2000 00:00:00,19.48,6.87,2000/07/27
07/28/2000 00:00:00,19.48,6.83,2000/07/28
07/29/2000 00:00:00,19.58,6.94,2000/07/29
07/30/2000 00:00:00,19.71,6.96,2000/07/30
07/31/2000 00:00:00,19.74,6.92,2000/07/31
08/01/2000 00:00:00,19.73,6.8,2000/08/01
08/02/2000 00:00:00,19.69,6.74,2000/08/02
08/03/2000 00:00:00,19.62,6.78,2000/08/03
08/04/2000 00:00:00,19.6,6.76,2000/08/04
08/05/2000 00:00:00,19.55,6.47,2000/08/05
08/06/2000 00:00:00,19.35,6.2,2000/08/06
08/07/2000 00:00:00,18.98,6,2000/08/07
08/08/2000 00:00:00,18.72,5.93,2000/08/08
08/09/2000 00:00:00,18.57,5.82,2000/08/09
08/10/2000 00:00:00,18.49,5.81,2000/08/10
08/11/2000 00:00:00,18.2,5.51,2000/08/11
08/12/2000 00:00:00,17.89,5.37,2000/08/12
08/13/2000 00:00:00,17.9,5.42,2000/08/13
08/14/2000 00:00:00,17.98,5.43,2000/08/14
08/15/2000 00:00:00,18.01,5.38,2000/08/15
08/16/2000 00:00:00,18.05,5.32,2000/08/16
08/17/2000 00:00:00,18.1,5.38,2000/08/17
08/18/2000 00:00:00,18.06,5.38,2000/08/18
08/19/2000 00:00:00,17.88,5.23,2000/08/19
08/20/2000 00:00:00,17.68,4.99,2000/08/20
08/21/2000 00:00:00,17.48,4.85,2000/08/21
08/22/2000 00:00:00,17.42,4.98,2000/08/22
08/23/2000 00:00:00,17.52,5.26,2000/08/23
08/24/2000 00:00:00,17.72,5.29,2000/08/24
08/25/2000 00:00:00,17.8,5.31,2000/08/25
08/26/2000 00:00:00,17.78,5.46,2000/08/26
08/27/2000 00:00:00,17.8,5.54,2000/08/27
08/28/2000 00:00:00,17.85,5.72,2000/08/28
08/29/2000 00:00:00,17.93,5.76,2000/08/29
08/30/2000 00:00:00,18.1,5.67,2000/08/30
08/31/2000 00:00:00,18.18,5.62,2000/08/31
09/01/2000 00:00:00,18.25,5.57,2000/09/01
09/02/2000 00:00:00,18.34,5.5,2000/09/02
09/03/2000 00:00:00,18.43,5.58,2000/09/03
09/04/2000 00:00:00,18.64,5.67,2000/09/04
09/05/2000 00:00:00,18.64,5.45,2000/09/05
09/06/2000 00:00:00,18.57,5.34,2000/09/06
09/07/2000 00:00:00,18.43,5.3,2000/09/07
09/08/2000 00:00:00,18.14,5.3,2000/09/08
09/09/2000 00:00:00,17.72,5.23,2000/09/09
09/10/2000 00:00:00,17.42,5.02,2000/09/10
09/11/2000 00:00:00,17.24,4.86,2000/09/11
09/12/2000 00:00:00,17.14,4.75,2000/09/12
09/13/2000 00:00:00,17.15,4.77,2000/09/13
09/14/2000 00:00:00,17.1,4.87,2000/09/14
09/15/2000 00:00:00,16.96,4.74,2000/09/15
09/16/2000 00:00:00,16.8,4.56,2000/09/16
09/17/2000 00:00:00,16.8,4.46,2000/09/17
09/18/2000 00:00:00,16.84,4.46,2000/09/18
09/19/2000 00:00:00,16.72,4.42,2000/09/19
09/20/2000 00:00:00,16.65,4.65,2000/09/20
09/21/2000 00:00:00,16.64,5.21,2000/09/21
09/22/2000 00:00:00,16.68,5.06,2000/09/22
09/23/2000 00:00:00,16.77,4.93,2000/09/23
09/24/2000 00:00:00,16.84,4.77,2000/09/24
09/25/2000 00:00:00,16.79,4.6,2000/09/25
09/26/2000 00:00:00,16.69,4.61,2000/09/26
09/27/2000 00:00:00,16.62,4.74,2000/09/27
09/28/2000 00:00:00,16.54,4.68,2000/09/28
