"","Dates","StageHeight_FW","Overtopping_FW","StageHeight_ISt","Overtopping_ISt","StageHeight_LIS","Overtopping_LIS","Inundation"
"5474",2012-12-26,34.93,"Yes",21.13,"Yes",11.0096875,"No",TRUE
"5475",2012-12-27,34.83,"Yes",20.85,"Yes",12.4547916666667,"No",TRUE
"5476",2012-12-28,34.51,"Yes",20.14,"Yes",13.875625,"Yes",TRUE
"5477",2012-12-29,33.68,"Yes",19.29,"Yes",13.9459375,"Yes",TRUE
"5478",2012-12-30,31.77,"No",17.64,"Yes",13.3725,"Yes",TRUE
"5479",2012-12-31,29.23,"No",15.29,"No",12.8159375,"No",FALSE
"5480",2013-01-01,27.03,"No",13.04,"No",12.4097916666667,"No",FALSE
"5481",2013-01-02,25.39,"No",11.19,"No",12.1272916666667,"No",FALSE
"5482",2013-01-03,24.17,"No",10.28,"No",11.8491666666667,"No",FALSE
"5483",2013-01-04,23.32,"No",9.63,"No",11.4934375,"No",FALSE
"5484",2013-01-05,22.4,"No",8.84,"No",11.0394791666667,"No",FALSE
"5485",2013-01-06,21.83,"No",8.52,"No",10.5690625,"No",FALSE
"5486",2013-01-07,21.46,"No",8.1,"No",9.87645833333333,"No",FALSE
"5487",2013-01-08,21.11,"No",7.79,"No",8.6871875,"No",FALSE
"5488",2013-01-09,20.91,"No",7.67,"No",7.64020833333333,"No",FALSE
"5489",2013-01-10,20.79,"No",7.66,"No",7.13604166666667,"No",FALSE
"5490",2013-01-11,20.72,"No",7.54,"No",6.57708333333333,"No",FALSE
"5491",2013-01-12,20.58,"No",7.42,"No",6.0703125,"No",FALSE
"5492",2013-01-13,20.5,"No",7.32,"No",5.70302083333333,"No",FALSE
"5493",2013-01-14,20.44,"No",7.03,"No",5.25375,"No",FALSE
"5494",2013-01-15,20.3,"No",6.61,"No",4.89552083333333,"No",FALSE
"5495",2013-01-16,20.12,"No",6.2,"No",4.55583333333333,"No",FALSE
"5496",2013-01-17,19.88,"No",5.92,"No",4.4459375,"No",FALSE
"5497",2013-01-18,19.71,"No",5.79,"No",4.46375,"No",FALSE
"5498",2013-01-19,19.59,"No",5.67,"No",4.5571875,"No",FALSE
"5499",2013-01-20,19.39,"No",5.47,"No",4.62385416666667,"No",FALSE
"5500",2013-01-21,19.24,"No",5.4,"No",4.654375,"No",FALSE
"5501",2013-01-22,19.1,"No",5.43,"No",4.71552083333333,"No",FALSE
"5502",2013-01-23,18.99,"No",5.55,"No",4.9071875,"No",FALSE
"5503",2013-01-24,18.87,"No",5.61,"No",5.00177083333333,"No",FALSE
"5504",2013-01-25,18.77,"No",5.62,"No",5.06208333333333,"No",FALSE
"5505",2013-01-26,18.74,"No",5.92,"No",5.38635416666667,"No",FALSE
"5506",2013-01-27,18.81,"No",6.25,"No",5.62104166666667,"No",FALSE
"5507",2013-01-28,18.91,"No",6.11,"No",5.31645833333333,"No",FALSE
"5508",2013-01-29,18.99,"No",6.04,"No",5.16135416666667,"No",FALSE
"5509",2013-01-30,19.03,"No",5.89,"No",5.17927083333333,"No",FALSE
"5510",2013-01-31,19.05,"No",5.86,"No",5.4384375,"No",FALSE
"5511",2013-02-01,19.02,"No",5.79,"No",5.4815625,"No",FALSE
"5512",2013-02-02,18.97,"No",5.69,"No",5.45666666666667,"No",FALSE
"5513",2013-02-03,18.83,"No",5.68,"No",5.2103125,"No",FALSE
"5514",2013-02-04,18.7,"No",5.61,"No",4.9271875,"No",FALSE
"5515",2013-02-05,18.59,"No",5.73,"No",5.200625,"No",FALSE
"5516",2013-02-06,18.55,"No",5.85,"No",5.3103125,"No",FALSE
"5517",2013-02-07,18.45,"No",5.81,"No",5.33510416666667,"No",FALSE
"5518",2013-02-08,18.34,"No",5.75,"No",5.441875,"No",FALSE
"5519",2013-02-09,18.22,"No",5.61,"No",5.29833333333333,"No",FALSE
"5520",2013-02-10,18.14,"No",5.48,"No",5.204375,"No",FALSE
"5521",2013-02-11,18.1,"No",5.34,"No",5.14260416666667,"No",FALSE
"5522",2013-02-12,18,"No",5.14,"No",5.004375,"No",FALSE
"5523",2013-02-13,17.82,"No",4.93,"No",4.88635416666667,"No",FALSE
"5524",2013-02-14,17.63,"No",4.74,"No",4.834375,"No",FALSE
"5525",2013-02-15,17.39,"No",4.55,"No",4.701875,"No",FALSE
"5526",2013-02-16,16.9,"No",4.44,"No",4.56645833333333,"No",FALSE
"5527",2013-02-17,16.69,"No",4.49,"No",4.6921875,"No",FALSE
"5528",2013-02-18,16.61,"No",4.61,"No",4.85520833333333,"No",FALSE
"5529",2013-02-19,16.6,"No",4.82,"No",5.11572916666667,"No",FALSE
"5530",2013-02-20,16.56,"No",4.68,"No",4.85072916666667,"No",FALSE
"5531",2013-02-21,16.53,"No",4.43,"No",4.49541666666667,"No",FALSE
"5532",2013-02-22,16.44,"No",4.37,"No",4.3565625,"No",FALSE
"5533",2013-02-23,16.38,"No",4.37,"No",4.44145833333333,"No",FALSE
"5534",2013-02-24,16.27,"No",4.14,"No",4.07802083333333,"No",FALSE
"5535",2013-02-25,16.12,"No",4.11,"No",4.24197916666667,"No",FALSE
"5536",2013-02-26,16.03,"No",4.03,"No",4.1825,"No",FALSE
"5537",2013-02-27,15.94,"No",4,"No",4.26239583333333,"No",FALSE
"5538",2013-02-28,15.86,"No",3.98,"No",4.20291666666667,"No",FALSE
"5539",2013-03-01,15.78,"No",3.9,"No",4.1125,"No",FALSE
"5540",2013-03-02,15.67,"No",3.88,"No",4.15135416666667,"No",FALSE
"5541",2013-03-03,15.59,"No",4.04,"No",4.46239583333333,"No",FALSE
"5542",2013-03-04,15.58,"No",4.12,"No",4.65083333333333,"No",FALSE
"5543",2013-03-05,15.54,"No",4.2,"No",4.82322916666667,"No",FALSE
"5544",2013-03-06,15.51,"No",4.57,"No",5.324375,"No",FALSE
"5545",2013-03-07,15.54,"No",4.15,"No",4.78270833333333,"No",FALSE
"5546",2013-03-08,15.6,"No",4.23,"No",4.64833333333333,"No",FALSE
"5547",2013-03-09,15.61,"No",4.08,"No",4.6465625,"No",FALSE
"5548",2013-03-10,15.65,"No",3.81,"No",4.14583333333333,"No",FALSE
"5549",2013-03-11,15.78,"No",3.96,"No",4.22197916666667,"No",FALSE
"5550",2013-03-12,16.36,"No",4.51,"No",4.3696875,"No",FALSE
"5551",2013-03-13,16.74,"No",4.68,"No",4.41395833333333,"No",FALSE
"5552",2013-03-14,16.81,"No",4.67,"No",4.45052083333333,"No",FALSE
"5553",2013-03-15,16.75,"No",4.71,"No",4.43625,"No",FALSE
"5554",2013-03-16,16.77,"No",4.73,"No",4.39739583333333,"No",FALSE
"5555",2013-03-17,16.85,"No",4.78,"No",4.33291666666667,"No",FALSE
"5556",2013-03-18,16.98,"No",4.75,"No",4.1746875,"No",FALSE
"5557",2013-03-19,16.98,"No",4.61,"No",4.22489583333333,"No",FALSE
"5558",2013-03-20,16.59,"No",4.34,"No",4.15708333333333,"No",FALSE
"5559",2013-03-21,16.38,"No",4.18,"No",4.08052083333333,"No",FALSE
"5560",2013-03-22,16.64,"No",4.06,"No",3.6575,"No",FALSE
"5561",2013-03-23,16.87,"No",4.14,"No",3.78572916666667,"No",FALSE
"5562",2013-03-24,16.65,"No",4.12,"No",4.0921875,"No",FALSE
"5563",2013-03-25,16.34,"No",4.11,"No",4.30739583333333,"No",FALSE
"5564",2013-03-26,16.15,"No",4.18,"No",4.63489583333333,"No",FALSE
"5565",2013-03-27,16.01,"No",4.13,"No",4.65989583333333,"No",FALSE
"5566",2013-03-28,15.7,"No",3.9,"No",4.64447916666667,"No",FALSE
"5567",2013-03-29,15.39,"No",3.81,"No",4.45333333333333,"No",FALSE
"5568",2013-03-30,15.33,"No",3.97,"No",4.66260416666667,"No",FALSE
"5569",2013-03-31,15.47,"No",4.25,"No",4.96583333333333,"No",FALSE
"5570",2013-04-01,16.46,"No",4.51,"No",4.891875,"No",FALSE
"5571",2013-04-02,17.58,"No",4.85,"No",4.81010416666667,"No",FALSE
"5572",2013-04-03,18.33,"No",5.13,"No",4.69989583333333,"No",FALSE
"5573",2013-04-04,18.32,"No",5.29,"No",4.71604166666667,"No",FALSE
"5574",2013-04-05,18.19,"No",5.2,"No",4.72479166666667,"No",FALSE
"5575",2013-04-06,17.92,"No",4.94,"No",4.64447916666667,"No",FALSE
"5576",2013-04-07,18.09,"No",4.99,"No",4.6325,"No",FALSE
"5577",2013-04-08,18.35,"No",5.17,"No",4.725625,"No",FALSE
"5578",2013-04-09,18.37,"No",4.84,"No",4.09302083333333,"No",FALSE
"5579",2013-04-10,18.17,"No",4.83,"No",4.22583333333333,"No",FALSE
"5580",2013-04-11,17.91,"No",4.91,"No",4.6525,"No",FALSE
"5581",2013-04-12,17.53,"No",4.75,"No",4.66447916666667,"No",FALSE
"5582",2013-04-13,17.19,"No",4.63,"No",4.82666666666667,"No",FALSE
"5583",2013-04-14,16.9,"No",4.5,"No",4.841875,"No",FALSE
"5584",2013-04-15,16.58,"No",4.46,"No",5.08708333333333,"No",FALSE
"5585",2013-04-16,16.09,"No",3.77,"No",4.45604166666667,"No",FALSE
"5586",2013-04-17,15.27,"No",3.04,"No",3.874375,"No",FALSE
"5587",2013-04-18,14.76,"No",2.9,"No",3.88083333333333,"No",FALSE
"5588",2013-04-19,14.16,"No",2.73,"No",3.96489583333333,"No",FALSE
"5589",2013-04-20,13.5,"No",2.53,"No",3.87760416666667,"No",FALSE
"5590",2013-04-21,13.18,"No",2.68,"No",4.00729166666667,"No",FALSE
"5591",2013-04-22,12.86,"No",2.66,"No",4.02645833333333,"No",FALSE
"5592",2013-04-23,12.66,"No",2.7,"No",3.95604166666667,"No",FALSE
"5593",2013-04-24,12.36,"No",3.14,"No",4.51635416666667,"No",FALSE
"5594",2013-04-25,12.4,"No",3.54,"No",5.28,"No",FALSE
"5595",2013-04-26,12.84,"No",3.35,"No",4.88260416666667,"No",FALSE
"5596",2013-04-27,13.69,"No",3.55,"No",4.72083333333333,"No",FALSE
"5597",2013-04-28,14.56,"No",3.83,"No",4.66729166666667,"No",FALSE
"5598",2013-04-29,15.06,"No",3.96,"No",4.6809375,"No",FALSE
"5599",2013-04-30,15.4,"No",4,"No",4.699375,"No",FALSE
"5600",2013-05-01,15.69,"No",3.76,"No",4.06364583333333,"No",FALSE
"5601",2013-05-02,15.38,"No",3.54,"No",4.178125,"No",FALSE
"5602",2013-05-03,14.86,"No",3.29,"No",4.0721875,"No",FALSE
"5603",2013-05-04,14.43,"No",3.27,"No",4.03458333333333,"No",FALSE
"5604",2013-05-05,14,"No",3.67,"No",4.68291666666667,"No",FALSE
"5605",2013-05-06,13.7,"No",3.38,"No",4.43208333333333,"No",FALSE
"5606",2013-05-07,13.84,"No",3.41,"No",4.299375,"No",FALSE
"5607",2013-05-08,14.65,"No",3.65,"No",4.349375,"No",FALSE
"5608",2013-05-09,15.63,"No",3.97,"No",4.44635416666667,"No",FALSE
"5609",2013-05-10,16.04,"No",4.1,"No",4.51229166666667,"No",FALSE
"5610",2013-05-11,16.18,"No",4.01,"No",4.36135416666667,"No",FALSE
"5611",2013-05-12,16.12,"No",3.92,"No",4.345625,"No",FALSE
"5612",2013-05-13,16.16,"No",3.91,"No",4.39072916666667,"No",FALSE
"5613",2013-05-14,15.96,"No",3.84,"No",4.42322916666667,"No",FALSE
"5614",2013-05-15,16.04,"No",3.94,"No",4.58770833333333,"No",FALSE
"5615",2013-05-16,15.77,"No",3.73,"No",4.41322916666667,"No",FALSE
"5616",2013-05-17,15.85,"No",3.69,"No",4.27739583333333,"No",FALSE
"5617",2013-05-18,15.99,"No",3.48,"No",3.92260416666667,"No",FALSE
"5618",2013-05-19,16.3,"No",3.43,"No",3.51614583333333,"No",FALSE
"5619",2013-05-20,16.44,"No",3.63,"No",3.50364583333333,"No",FALSE
"5620",2013-05-21,16.26,"No",3.97,"No",4.09239583333333,"No",FALSE
"5621",2013-05-22,16.1,"No",3.87,"No",4.138125,"No",FALSE
"5622",2013-05-23,16.06,"No",3.9,"No",4.13697916666667,"No",FALSE
"5623",2013-05-24,16.17,"No",3.98,"No",4.12864583333333,"No",FALSE
"5624",2013-05-25,16.21,"No",4.11,"No",4.395,"No",FALSE
"5625",2013-05-26,16.24,"No",4.26,"No",4.7465625,"No",FALSE
"5626",2013-05-27,16.29,"No",4.21,"No",4.7928125,"No",FALSE
"5627",2013-05-28,16.42,"No",4.15,"No",4.52052083333333,"No",FALSE
"5628",2013-05-29,16.66,"No",4.35,"No",4.68947916666667,"No",FALSE
"5629",2013-05-30,16.89,"No",4.21,"No",4.42166666666667,"No",FALSE
"5630",2013-05-31,16.92,"No",3.95,"No",3.97572916666667,"No",FALSE
"5631",2013-06-01,16.76,"No",3.88,"No",3.9046875,"No",FALSE
"5632",2013-06-02,16.37,"No",3.82,"No",4.06364583333333,"No",FALSE
"5633",2013-06-03,16.02,"No",4.09,"No",4.535,"No",FALSE
"5634",2013-06-04,15.7,"No",4.4,"No",5.2475,"No",FALSE
"5635",2013-06-05,15.46,"No",4.33,"No",5.16239583333333,"No",FALSE
"5636",2013-06-06,15.2,"No",4.25,"No",4.9709375,"No",FALSE
"5637",2013-06-07,14.89,"No",4.12,"No",4.84677083333333,"No",FALSE
"5638",2013-06-08,14.99,"No",4.06,"No",4.71052083333333,"No",FALSE
"5639",2013-06-09,15.78,"No",4.99,"No",5.8503125,"No",FALSE
"5640",2013-06-10,15.98,"No",4.73,"No",5.46770833333333,"No",FALSE
"5641",2013-06-11,15.94,"No",4.35,"No",4.7425,"No",FALSE
"5642",2013-06-12,16.21,"No",4.36,"No",4.62020833333333,"No",FALSE
"5643",2013-06-13,16.54,"No",4.3,"No",4.43958333333333,"No",FALSE
"5644",2013-06-14,16.62,"No",3.98,"No",3.87770833333333,"No",FALSE
"5645",2013-06-15,16.35,"No",3.95,"No",4.15010416666667,"No",FALSE
"5646",2013-06-16,16.04,"No",3.84,"No",4.22447916666667,"No",FALSE
"5647",2013-06-17,15.93,"No",3.8,"No",4.17895833333333,"No",FALSE
"5648",2013-06-18,15.87,"No",3.93,"No",4.295625,"No",FALSE
"5649",2013-06-19,16.02,"No",4.08,"No",4.3596875,"No",FALSE
"5650",2013-06-20,15.86,"No",3.95,"No",4.03864583333333,"No",FALSE
"5651",2013-06-21,15.68,"No",4.06,"No",4.3121875,"No",FALSE
"5652",2013-06-22,15.68,"No",4.24,"No",4.450625,"No",FALSE
"5653",2013-06-23,15.81,"No",4.65,"No",4.95010416666667,"No",FALSE
"5654",2013-06-24,16.04,"No",4.68,"No",4.85072916666667,"No",FALSE
"5655",2013-06-25,16.33,"No",4.73,"No",4.61875,"No",FALSE
"5656",2013-06-26,16.78,"No",4.97,"No",4.590625,"No",FALSE
"5657",2013-06-27,17.75,"No",5.23,"No",4.4746875,"No",FALSE
"5658",2013-06-28,18.68,"No",5.44,"No",4.3025,"No",FALSE
"5659",2013-06-29,18.75,"No",5.45,"No",4.24822916666667,"No",FALSE
"5660",2013-06-30,18.43,"No",5.4,"No",4.27989583333333,"No",FALSE
"5661",2013-07-01,18.14,"No",5.34,"No",4.38770833333333,"No",FALSE
"5662",2013-07-02,17.99,"No",5.35,"No",4.42083333333333,"No",FALSE
"5663",2013-07-03,17.85,"No",5.48,"No",4.74177083333333,"No",FALSE
"5664",2013-07-04,17.58,"No",5.39,"No",4.73479166666667,"No",FALSE
"5665",2013-07-05,17.34,"No",5.44,"No",5.10291666666667,"No",FALSE
"5666",2013-07-06,17.39,"No",5.52,"No",5.07395833333333,"No",FALSE
"5667",2013-07-07,17.57,"No",5.6,"No",5.10104166666667,"No",FALSE
"5668",2013-07-08,17.56,"No",5.52,"No",5.066875,"No",FALSE
"5669",2013-07-09,17.56,"No",5.3,"No",4.736875,"No",FALSE
"5670",2013-07-10,17.62,"No",5.29,"No",4.65947916666667,"No",FALSE
"5671",2013-07-11,17.61,"No",5.3,"No",4.823125,"No",FALSE
"5672",2013-07-12,17.49,"No",5.17,"No",4.7275,"No",FALSE
"5673",2013-07-13,17.46,"No",5.03,"No",4.46729166666667,"No",FALSE
"5674",2013-07-14,17.5,"No",5.04,"No",4.45291666666667,"No",FALSE
"5675",2013-07-15,17.63,"No",5.19,"No",4.63125,"No",FALSE
"5676",2013-07-16,17.55,"No",5.28,"No",4.78635416666667,"No",FALSE
"5677",2013-07-17,17.49,"No",5.09,"No",4.52895833333333,"No",FALSE
"5678",2013-07-18,17.55,"No",5.15,"No",4.40760416666667,"No",FALSE
"5679",2013-07-19,17.63,"No",5.34,"No",4.6225,"No",FALSE
"5680",2013-07-20,17.67,"No",5.51,"No",4.86333333333333,"No",FALSE
"5681",2013-07-21,17.74,"No",5.72,"No",5.1971875,"No",FALSE
"5682",2013-07-22,17.8,"No",5.77,"No",5.31229166666667,"No",FALSE
"5683",2013-07-23,17.9,"No",5.63,"No",4.95916666666667,"No",FALSE
"5684",2013-07-24,17.87,"No",5.52,"No",4.77145833333333,"No",FALSE
"5685",2013-07-25,17.87,"No",5.5,"No",4.779375,"No",FALSE
"5686",2013-07-26,17.94,"No",5.43,"No",4.8584375,"No",FALSE
"5687",2013-07-27,17.98,"No",5.34,"No",4.774375,"No",FALSE
"5688",2013-07-28,17.91,"No",5.34,"No",4.7771875,"No",FALSE
"5689",2013-07-29,17.98,"No",5.45,"No",4.91052083333333,"No",FALSE
"5690",2013-07-30,17.97,"No",5.32,"No",4.78302083333333,"No",FALSE
"5691",2013-07-31,17.65,"No",5.28,"No",4.78322916666667,"No",FALSE
"5692",2013-08-01,17.52,"No",5.2,"No",4.7953125,"No",FALSE
"5693",2013-08-02,17.6,"No",5.14,"No",4.53947916666667,"No",FALSE
"5694",2013-08-03,17.63,"No",5.21,"No",4.58375,"No",FALSE
"5695",2013-08-04,17.54,"No",5.23,"No",4.7559375,"No",FALSE
"5696",2013-08-05,17.51,"No",5.1,"No",4.76572916666667,"No",FALSE
"5697",2013-08-06,17.52,"No",5.11,"No",4.739375,"No",FALSE
"5698",2013-08-07,17.51,"No",5.17,"No",4.88145833333333,"No",FALSE
"5699",2013-08-08,17.51,"No",5.01,"No",4.51020833333333,"No",FALSE
"5700",2013-08-09,17.52,"No",4.9,"No",4.47322916666667,"No",FALSE
"5701",2013-08-10,17.5,"No",5.04,"No",4.46833333333333,"No",FALSE
"5702",2013-08-11,17.51,"No",4.98,"No",4.31708333333333,"No",FALSE
"5703",2013-08-12,17.57,"No",5.02,"No",4.32104166666667,"No",FALSE
"5704",2013-08-13,17.7,"No",5.03,"No",4.23635416666667,"No",FALSE
"5705",2013-08-14,17.76,"No",5.07,"No",4.27791666666667,"No",FALSE
"5706",2013-08-15,17.83,"No",5.23,"No",4.51083333333333,"No",FALSE
"5707",2013-08-16,17.99,"No",5.42,"No",4.67458333333333,"No",FALSE
"5708",2013-08-17,18.17,"No",5.53,"No",4.71104166666667,"No",FALSE
"5709",2013-08-18,18.31,"No",5.63,"No",4.71229166666667,"No",FALSE
"5710",2013-08-19,18.14,"No",5.59,"No",4.66604166666667,"No",FALSE
"5711",2013-08-20,17.9,"No",5.67,"No",5.01958333333333,"No",FALSE
"5712",2013-08-21,17.96,"No",5.72,"No",5.1759375,"No",FALSE
"5713",2013-08-22,18.17,"No",5.7,"No",5.0090625,"No",FALSE
"5714",2013-08-23,18.37,"No",5.66,"No",4.88270833333333,"No",FALSE
"5715",2013-08-24,18.45,"No",5.64,"No",4.7496875,"No",FALSE
"5716",2013-08-25,18.47,"No",5.61,"No",4.7196875,"No",FALSE
"5717",2013-08-26,18.38,"No",5.53,"No",4.56364583333333,"No",FALSE
"5718",2013-08-27,18.31,"No",5.45,"No",4.41291666666667,"No",FALSE
"5719",2013-08-28,18.21,"No",5.4,"No",4.65104166666667,"No",FALSE
"5720",2013-08-29,18.19,"No",5.32,"No",4.68322916666667,"No",FALSE
"5721",2013-08-30,18.12,"No",5.22,"No",4.5425,"No",FALSE
"5722",2013-08-31,18,"No",5.22,"No",4.5975,"No",FALSE
"5723",2013-09-01,17.83,"No",5.2,"No",4.81322916666667,"No",FALSE
"5724",2013-09-02,17.64,"No",5.14,"No",4.7959375,"No",FALSE
"5725",2013-09-03,17.46,"No",5.06,"No",4.65677083333333,"No",FALSE
"5726",2013-09-04,17.42,"No",5.03,"No",4.59583333333333,"No",FALSE
"5727",2013-09-05,17.45,"No",5.06,"No",4.59885416666667,"No",FALSE
"5728",2013-09-06,17.53,"No",5,"No",4.45260416666667,"No",FALSE
"5729",2013-09-07,17.52,"No",4.98,"No",4.35958333333333,"No",FALSE
"5730",2013-09-08,17.5,"No",5.03,"No",4.57885416666667,"No",FALSE
"5731",2013-09-09,17.37,"No",5,"No",4.676875,"No",FALSE
"5732",2013-09-10,17.25,"No",5.1,"No",5.06708333333333,"No",FALSE
"5733",2013-09-11,17.17,"No",5.04,"No",5.37479166666667,"No",FALSE
"5734",2013-09-12,16.91,"No",4.67,"No",5.04427083333333,"No",FALSE
"5735",2013-09-13,16.61,"No",4.5,"No",5.009375,"No",FALSE
"5736",2013-09-14,16.42,"No",4.51,"No",5.09333333333333,"No",FALSE
"5737",2013-09-15,16.4,"No",4.58,"No",5.09927083333333,"No",FALSE
"5738",2013-09-16,16.42,"No",4.49,"No",4.84260416666667,"No",FALSE
"5739",2013-09-17,16.35,"No",4.39,"No",4.82354166666667,"No",FALSE
"5740",2013-09-18,16.21,"No",4.05,"No",4.425,"No",FALSE
"5741",2013-09-19,16.09,"No",3.96,"No",4.33229166666667,"No",FALSE
"5742",2013-09-20,15.82,"No",4.01,"No",4.59895833333333,"No",FALSE
"5743",2013-09-21,15.56,"No",3.98,"No",4.6634375,"No",FALSE
"5744",2013-09-22,15.57,"No",3.93,"No",4.5171875,"No",FALSE
"5745",2013-09-23,15.69,"No",3.95,"No",4.40489583333333,"No",FALSE
"5746",2013-09-24,15.72,"No",3.92,"No",4.53854166666667,"No",FALSE
"5747",2013-09-25,15.59,"No",3.81,"No",4.71708333333333,"No",FALSE
"5748",2013-09-26,15.48,"No",3.51,"No",4.4253125,"No",FALSE
"5749",2013-09-27,15.4,"No",3.11,"No",4.1803125,"No",FALSE
"5750",2013-09-28,15.4,"No",3.28,"No",4.1440625,"No",FALSE
"5751",2013-09-29,15.36,"No",3.47,"No",4.26208333333333,"No",FALSE
"5752",2013-09-30,15.11,"No",3.43,"No",4.18583333333333,"No",FALSE
"5753",2013-10-01,14.93,"No",3.38,"No",4.21604166666667,"No",FALSE
"5754",2013-10-02,14.64,"No",3.26,"No",3.99822916666667,"No",FALSE
"5755",2013-10-03,14.5,"No",3.02,"No",3.7659375,"No",FALSE
"5756",2013-10-04,14.45,"No",2.85,"No",3.3275,"No",FALSE
"5757",2013-10-05,14.36,"No",2.85,"No",3.64895833333333,"No",FALSE
"5758",2013-10-06,14.29,"No",2.96,"No",3.75604166666667,"No",FALSE
"5759",2013-10-07,14.26,"No",3.19,"No",3.93375,"No",FALSE
"5760",2013-10-08,14.25,"No",3.36,"No",4.1421875,"No",FALSE
"5761",2013-10-09,14.2,"No",3.53,"No",4.40614583333333,"No",FALSE
"5762",2013-10-10,14.05,"No",3.46,"No",4.46020833333333,"No",FALSE
"5763",2013-10-11,13.95,"No",3.24,"No",4.455625,"No",FALSE
"5764",2013-10-12,13.85,"No",3.15,"No",4.35208333333333,"No",FALSE
"5765",2013-10-13,13.75,"No",3.08,"No",4.2696875,"No",FALSE
"5766",2013-10-14,13.61,"No",2.72,"No",3.9465625,"No",FALSE
"5767",2013-10-15,13.52,"No",2.7,"No",3.80677083333333,"No",FALSE
"5768",2013-10-16,13.47,"No",2.76,"No",3.90416666666667,"No",FALSE
"5769",2013-10-17,13.38,"No",2.91,"No",3.93385416666667,"No",FALSE
"5770",2013-10-18,13.22,"No",3,"No",4.1128125,"No",FALSE
"5771",2013-10-19,13.05,"No",2.95,"No",4.14229166666667,"No",FALSE
"5772",2013-10-20,12.8,"No",2.95,"No",4.1540625,"No",FALSE
"5773",2013-10-21,12.61,"No",3.04,"No",4.25645833333333,"No",FALSE
"5774",2013-10-22,12.64,"No",3.01,"No",4.2228125,"No",FALSE
"5775",2013-10-23,12.66,"No",3.06,"No",4.27875,"No",FALSE
"5776",2013-10-24,12.77,"No",3.2,"No",4.61322916666667,"No",FALSE
"5777",2013-10-25,12.52,"No",2.9,"No",4.43416666666667,"No",FALSE
"5778",2013-10-26,12.36,"No",2.59,"No",4.07208333333333,"No",FALSE
"5779",2013-10-27,12.44,"No",2.9,"No",4.21322916666667,"No",FALSE
"5780",2013-10-28,12.99,"No",3.32,"No",4.8521875,"No",FALSE
"5781",2013-10-29,13.19,"No",2.95,"No",4.20895833333333,"No",FALSE
"5782",2013-10-30,13.43,"No",2.96,"No",4.00291666666667,"No",FALSE
"5783",2013-10-31,13.75,"No",2.95,"No",3.93572916666667,"No",FALSE
"5784",2013-11-01,14.08,"No",3,"No",3.87552083333333,"No",FALSE
"5785",2013-11-02,14.51,"No",3.32,"No",4.0140625,"No",FALSE
"5786",2013-11-03,14.8,"No",3.37,"No",4.0754347826087,"No",FALSE
"5787",2013-11-04,14.78,"No",3.41,"No",3.90854166666667,"No",FALSE
"5788",2013-11-05,14.64,"No",3.41,"No",3.99364583333333,"No",FALSE
"5789",2013-11-06,14.51,"No",3.32,"No",4.0371875,"No",FALSE
"5790",2013-11-07,14.45,"No",3.36,"No",4.11697916666667,"No",FALSE
"5791",2013-11-08,14.44,"No",3.35,"No",4.26114583333333,"No",FALSE
"5792",2013-11-09,14.26,"No",3.16,"No",4.23791666666667,"No",FALSE
"5793",2013-11-10,14.15,"No",3.11,"No",4.19666666666667,"No",FALSE
"5794",2013-11-11,14.05,"No",3.05,"No",4.150625,"No",FALSE
"5795",2013-11-12,13.93,"No",2.96,"No",3.93572916666667,"No",FALSE
"5796",2013-11-13,13.81,"No",2.92,"No",3.8165625,"No",FALSE
"5797",2013-11-14,13.75,"No",3.1,"No",3.9565625,"No",FALSE
"5798",2013-11-15,13.72,"No",3.21,"No",4.14322916666667,"No",FALSE
"5799",2013-11-16,13.7,"No",3.22,"No",4.23177083333333,"No",FALSE
"5800",2013-11-17,13.67,"No",3.15,"No",4.178125,"No",FALSE
"5801",2013-11-18,13.67,"No",3.16,"No",4.11125,"No",FALSE
"5802",2013-11-19,13.68,"No",3.18,"No",4.21208333333333,"No",FALSE
"5803",2013-11-20,13.7,"No",3.37,"No",4.33572916666667,"No",FALSE
"5804",2013-11-21,13.79,"No",3.25,"No",4.21083333333333,"No",FALSE
"5805",2013-11-22,14.13,"No",2.99,"No",3.58791666666667,"No",FALSE
"5806",2013-11-23,14.23,"No",3,"No",3.93177083333333,"No",FALSE
"5807",2013-11-24,14.22,"No",2.85,"No",3.90875,"No",FALSE
"5808",2013-11-25,14.1,"No",2.63,"No",3.6415625,"No",FALSE
"5809",2013-11-26,13.87,"No",2.56,"No",3.52364583333333,"No",FALSE
"5810",2013-11-27,13.68,"No",2.71,"No",3.7165625,"No",FALSE
"5811",2013-11-28,13.57,"No",2.97,"No",4.03927083333333,"No",FALSE
"5812",2013-11-29,13.51,"No",2.95,"No",4.05020833333333,"No",FALSE
"5813",2013-11-30,13.5,"No",2.93,"No",3.935,"No",FALSE
"5814",2013-12-01,13.55,"No",3.01,"No",3.92729166666667,"No",FALSE
"5815",2013-12-02,13.57,"No",3.2,"No",4.0471875,"No",FALSE
"5816",2013-12-03,13.56,"No",3.6,"No",4.62885416666667,"No",FALSE
"5817",2013-12-04,13.54,"No",2.9,"No",4.2553125,"No",FALSE
"5818",2013-12-05,13.49,"No",2.5,"No",4.13,"No",FALSE
"5819",2013-12-06,13.38,"No",2.68,"No",4.06520833333333,"No",FALSE
"5820",2013-12-07,13.48,"No",2.91,"No",4.29104166666667,"No",FALSE
